LOGINID,OUTLETCODE,TOTAL_ORDERS,ORDERS_AND_(SALES_OR_RECOMMENDATION),TRENDING_IN_ORDERS,TRENDING_IN_RECOMMENDATIONS,TOTAL_RECOMMENDATIONS,MATCHED_TRENDING_RECOMMENDATIONS,PRINCE_RATIO,VANSHIKA_RATIO,HARSH_RATIO
DSR-KNUC-276,DS003272,9,4,4,5,11,4,100.0,100.0,1.0,
DSR-CMN-TNUC-815,PH007941,8,6,3,5,11,3,100.0,50.0,1.0,
DSR-PUNE-140,PH003939,17,4,0,5,9,0,0.0,0.0,0.0,
DSR-GT-NCR-424,PH028527,1,1,1,4,5,1,100.0,100.0,1.0,
DSR-KER-342,DS009909,2,1,0,4,8,0,0.0,0.0,0.0,
DSR-ROM-216,DS009998,1,1,1,3,5,1,100.0,100.0,1.0,
DSR-APUC-353,MGS007599,2,2,2,2,5,1,50.0,100.0,1.0,
DSR-CMN-KER-741,PH028679,4,4,2,2,5,2,100.0,50.0,1.0,
DSR-CMN-KER-770,MGS09047,3,2,0,3,6,0,0.0,0.0,1.0,
DSR-ROM-215,DS004449,7,6,2,5,9,2,100.0,33.33333333333333,0.0,
DSR-GT-ROM-704,TG010198,3,2,0,1,5,0,0.0,0.0,0.0,
DSR-GT-MUM-656,PH002849,7,3,1,4,10,1,100.0,33.33333333333333,0.0,
FSA-CMN-ROE-095,PH113218,1,1,1,0,2,0,0.0,100.0,1.0,
DSR-KNUC-304,PH041330,3,2,2,4,5,2,100.0,100.0,1.0,
DSR-UP-383,PH092035,1,1,0,2,5,0,0.0,0.0,1.0,
DSR-CMN-ROM-591,PH087042,3,3,2,4,8,2,100.0,66.66666666666666,1.0,
DSR-CMN-PUNJ-519,PH049132,5,5,5,5,5,5,100.0,100.0,1.0,
DSR-SPT-UK-730,CL004778,16,9,2,5,14,2,100.0,22.22222222222222,0.0,
DSR-PUNJ-404,PH099905,3,3,2,4,5,2,100.0,66.66666666666666,0.0,
FSA-SPT-MUM-061,PS007219,13,8,3,4,25,3,100.0,37.5,1.0,
DSR-SPT-UK-730,PS012982,3,3,0,1,6,0,0.0,0.0,0.0,
DSR-KNUC-088,PH009893,8,8,4,4,5,4,100.0,50.0,1.0,
DSR-GUJ-151,MGS00941,3,3,2,4,5,2,100.0,66.66666666666666,0.0,
DSR-GT-HYD-651,PH025679,4,2,0,1,4,0,0.0,0.0,1.0,
DSR-GT-NCR-508,PH054767,3,3,0,5,5,0,0.0,0.0,1.0,
DSR-CMN-MP-631,PH019450,1,1,0,3,5,0,0.0,0.0,0.0,
DSR-PUNE-149,PH027446,1,1,1,3,5,1,100.0,100.0,1.0,
DSR-GT-WUP-667,DS001622,3,3,0,4,5,0,0.0,0.0,1.0,
DSR-MPC-407,PH033224,3,3,2,4,5,2,100.0,66.66666666666666,0.0,
DSR-MUM-134,PH002255,4,3,0,3,5,0,0.0,0.0,0.0,
DSR-CMN-KER-741,DS020523,14,8,2,5,7,2,100.0,25.0,0.0,
DSR-CMN-EUP-752,PH098467,3,3,1,0,10,0,0.0,33.33333333333333,1.0,
DSR-PUNE-141,PH030561,8,5,2,4,12,2,100.0,40.0,1.0,
DSR-MUM-129,PH058522,5,5,3,4,6,2,66.66666666666666,60.0,0.0,
DSR-CMN-MP-631,PH086370,2,1,1,2,3,1,100.0,100.0,1.0,
DSR-CMN-EUP-668,MGH00121,1,1,1,2,5,1,100.0,100.0,1.0,
DSR-TNUC-098,DS014951,8,2,0,2,20,0,0.0,0.0,0.0,
DSR-CMN-AP-471,PH040224,3,3,2,5,8,2,100.0,66.66666666666666,1.0,
DSR-MUM-315,PH049820,3,2,1,4,6,0,0.0,50.0,0.0,
DSR-PUNE-141,PH042196,3,1,0,4,5,0,0.0,0.0,0.0,
DSR-CMN-HP-787,PH092512,2,2,0,1,10,0,0.0,0.0,1.0,
DSR-GT-AP-479,TG020267,2,2,2,4,5,2,100.0,100.0,1.0,
DSR-CMN-GUJ-491,PH042781,1,1,1,4,6,1,100.0,100.0,1.0,
DSR-PUNE-139,TG001000,5,2,0,3,8,0,0.0,0.0,0.0,
DSR-KER-332,PH029431,1,1,1,4,5,1,100.0,100.0,1.0,
FSA-SPT-GUJ-071,PS007394,8,3,0,5,8,0,0.0,0.0,0.0,
DSR-KOL-434,PH111937,12,7,2,4,14,2,100.0,28.57142857142857,1.0,
DSR-CMN-EUP-668,PM000540,1,1,1,1,5,0,0.0,100.0,1.0,
DSR-CMN-PUNJ-788,PH077434,4,3,1,0,10,0,0.0,33.33333333333333,1.0,
FSA-SPT-HYD-107,PS020978,1,1,1,5,14,1,100.0,100.0,1.0,
DSR-GT-HYD-651,PH008247,5,4,1,3,5,1,100.0,25.0,1.0,
DSR-MUM-127,PH002881,10,3,0,5,10,0,0.0,0.0,0.0,
DSR-KER-080,PH038633,2,2,2,5,5,2,100.0,100.0,1.0,
DSR-GT-ROM-704,MGS02103,11,5,0,4,9,0,0.0,0.0,0.0,
DSR-SPT-MUM-536,PS008507,31,14,4,4,29,4,100.0,28.57142857142857,1.0,
DSR-GT-NCR-503,PH032165,7,3,0,4,12,0,0.0,0.0,0.0,
DSR-CMN-GUJ-522,PH104711,1,1,0,4,5,0,0.0,0.0,0.0,
DSR-MPC-268,TS001269,2,2,2,3,5,2,100.0,100.0,1.0,
DSR-PUNE-149,DS006707,1,1,1,0,5,0,0.0,100.0,1.0,
DSR-PUNE-141,PH087122,3,3,3,5,5,3,100.0,100.0,1.0,
DSR-CMN-ROE-498,PH124952,2,1,1,4,4,1,100.0,100.0,1.0,
DSR-MUM-124,PH026566,3,1,1,3,10,1,100.0,100.0,1.0,
DSR-CMN-ROE-686,PH040685,2,2,2,3,5,1,50.0,100.0,1.0,
DSR-ROM-350,PH128634,4,4,0,0,3,0,0.0,0.0,1.0,
DSR-CMN-KNUC-555,PH053488,1,1,1,2,5,1,100.0,100.0,1.0,
DSR-KNUC-276,PH075760,5,4,4,4,5,3,75.0,100.0,1.0,
DSR-ROM-223,CL001279,7,6,4,4,7,4,100.0,66.66666666666666,1.0,
DSR-KNUC-276,DS020783,7,2,2,5,16,2,100.0,100.0,1.0,
DSR-PUNE-148,PH054775,5,4,3,4,6,3,100.0,75.0,1.0,
DSR-PUNE-148,PH048354,10,10,4,5,8,4,100.0,40.0,1.0,
DSR-PUNE-137,TS000656,1,1,1,4,5,1,100.0,100.0,1.0,
DSR-MUM-131,PH023495,4,3,2,4,5,2,100.0,66.66666666666666,1.0,
DSR-GUJ-122,PM000309,4,3,2,4,5,2,100.0,66.66666666666666,0.0,
DSR-MP-146,PS005774,10,5,2,3,5,2,100.0,40.0,1.0,
DSR-APUC-218,PS022345,2,2,2,3,5,2,100.0,100.0,1.0,
DSR-GT-NCR-424,PH046651,1,1,1,3,5,1,100.0,100.0,1.0,
DSR-PUNJ-156,PH055863,1,1,1,4,5,1,100.0,100.0,1.0,
DSR-GT-MUM-765,PH060022,6,2,2,4,5,2,100.0,100.0,1.0,
DSR-CMN-ROE-676,PH127246,1,1,0,0,3,0,0.0,0.0,1.0,
DSR-CMN-EUP-668,PH066837,1,1,1,0,4,0,0.0,100.0,1.0,
DSR-GOA-441,PH027204,11,4,1,2,22,1,100.0,25.0,1.0,
DSR-CMN-EUP-665,DS003178,7,3,1,3,7,1,100.0,33.33333333333333,0.0,
FSA-CMN-PUNJ-038,PS002022,7,4,0,3,5,0,0.0,0.0,0.0,
DSR-TNUC-310,WP002052,4,2,0,3,6,0,0.0,0.0,0.0,
DSR-GT-ROM-704,DS011111,10,4,2,5,14,2,100.0,50.0,1.0,
FSA-SPT-PUNE-068,PS003527,5,3,0,4,13,0,0.0,0.0,0.0,
DSR-KNUC-305,TG008165,5,5,4,4,6,4,100.0,80.0,1.0,
DSR-KNUC-304,DS004518,4,4,2,4,8,2,100.0,50.0,1.0,
DSR-PUNE-139,PH061307,12,3,1,4,5,1,100.0,33.33333333333333,1.0,
DSR-ROM-412,TG012838,1,1,1,2,5,1,100.0,100.0,1.0,
DSR-NE-322,MGS00731,2,1,1,5,5,1,100.0,100.0,1.0,
DSR-TNUC-312,PH085068,2,2,1,4,5,1,100.0,50.0,0.0,
DSR-CMN-KER-718,SM002289,6,2,0,4,5,0,0.0,0.0,1.0,
DSR-GOA-153,TG013691,1,1,0,4,5,0,0.0,0.0,1.0,
DSR-GT-GOA-566,DS001503,11,10,1,3,32,1,100.0,10.0,1.0,
DSR-W/UP-245,PH024372,1,1,0,1,5,0,0.0,0.0,0.0,
DSR-PUNJ-404,PS009533,3,2,1,1,5,0,0.0,50.0,0.0,
DSR-ROM-216,PH107218,5,4,2,2,5,2,100.0,50.0,1.0,
DSR-KNUC-305,PH038206,5,5,3,3,5,3,100.0,60.0,1.0,
DSR-KOL-335,PH096117,1,1,1,4,5,0,0.0,100.0,1.0,
DSR-W/UP-175,PS011171,6,1,0,3,7,0,0.0,0.0,0.0,
DSR-GT-MUM-680,PH102163,6,6,3,3,5,3,100.0,50.0,1.0,
DSR-GT-BGLR-469,PH056330,3,3,1,5,13,1,100.0,33.33333333333333,0.0,
DSR-KER-352,DS016008,2,1,0,2,5,0,0.0,0.0,1.0,
DSR-GT-NCR-652,PH005313,6,5,1,4,5,1,100.0,20.0,0.0,
DSR-MP-230,PH090484,7,5,2,5,10,2,100.0,40.0,1.0,
DSR-CMN-ROE-558,BR001829,1,1,0,1,5,0,0.0,0.0,1.0,
DSR-CMN-KNUC-473,PH115111,4,3,3,4,5,3,100.0,100.0,1.0,
DSR-GT-NCR-760,PH058454,1,1,0,5,5,0,0.0,0.0,1.0,
DSR-GOA-441,DS007010,12,7,1,5,22,1,100.0,14.285714285714285,0.0,
DSR-E/UP-159,TG008699,2,1,0,2,5,0,0.0,0.0,0.0,
DSR-MUM-148,PH024520,14,11,2,3,19,2,100.0,18.181818181818183,1.0,
DSR-UP-344,TG002585,2,2,0,1,5,0,0.0,0.0,0.0,
FSA-SPT-CHN-048,PS015247,2,1,0,1,7,0,0.0,0.0,0.0,
DSR-CMN-KNUC-642,PH088075,2,1,1,2,5,1,100.0,100.0,1.0,
DSR-MUM-291,PH119767,4,2,0,1,5,0,0.0,0.0,0.0,
DSR-GUJ-121,PH008688,2,1,1,4,5,1,100.0,100.0,1.0,
DSR-MPC-371,PH107163,1,1,1,2,4,1,100.0,100.0,1.0,
DSR-CMN-ROM-777,PH012152,4,3,1,4,13,1,100.0,33.33333333333333,1.0,
DSR-APUC-009,DS007743,2,1,1,3,5,1,100.0,100.0,1.0,
DSR-GT-DEL-783,PH005024,1,1,0,4,5,0,0.0,0.0,1.0,
DSR-GUJ-151,PH124828,3,3,1,1,3,1,100.0,33.33333333333333,1.0,
DSR-TNUC-310,PH096756,5,4,2,3,10,1,50.0,50.0,1.0,
DSR-PUNE-140,WP000593,10,5,2,4,16,2,100.0,40.0,1.0,
DSR-CMN-CHN-766,MGS007594,1,1,1,2,5,1,100.0,100.0,1.0,
DSR-BGLR-083,PH123178,5,4,0,2,5,0,0.0,0.0,0.0,
DSR-CMN-PUNJ-822,PH037547,7,6,2,4,5,1,50.0,33.33333333333333,1.0,
DSR-ROM-216,PH093654,2,1,1,2,5,1,100.0,100.0,1.0,
DSR-W/UP-176,PH019266,2,1,1,2,5,1,100.0,100.0,1.0,
DSR-APUC-171,PH009949,19,16,4,5,19,4,100.0,25.0,1.0,
DSR-GT-DEL-859,PH063436,1,1,0,1,3,0,0.0,0.0,0.0,
DSR-GT-HYD-651,PH035896,2,1,0,2,5,0,0.0,0.0,0.0,
DSR-NCR-160,MGH000342,10,7,1,3,13,1,100.0,14.285714285714285,0.0,
DSR-GT-ROM-704,PH060373,10,6,0,3,11,0,0.0,0.0,0.0,
DSR-CMN-KER-641,PH060307,1,1,0,3,5,0,0.0,0.0,0.0,
DSR-CMN-KER-843,PH079138,2,2,0,5,6,0,0.0,0.0,1.0,
DSR-CMN-HAR-634,PH049075,2,1,1,0,10,0,0.0,100.0,1.0,
DSR-CMN-UP-687,DS009625,2,2,2,2,5,1,50.0,100.0,1.0,
DSR-CMN-PUNJ-490,PH118122,4,4,4,4,5,4,100.0,100.0,1.0,
DSR-GT-KER-500,DS007871,13,10,3,5,13,3,100.0,30.0,0.0,
DSR-PUNJ-317,TG019881,3,2,1,2,5,1,100.0,50.0,1.0,
DSR-GT-GOA-478,TG018985,1,1,1,5,5,1,100.0,100.0,1.0,
DSR-GT-MUM-684,PH096694,4,3,3,4,5,3,100.0,100.0,1.0,
DSR-ROM-216,PH016418,8,5,2,3,8,2,100.0,40.0,1.0,
DSR-MPC-371,PH097686,1,1,1,1,5,1,100.0,100.0,1.0,
DSR-GT-MUM-683,PH128946,3,3,0,0,5,0,0.0,0.0,1.0,
DSR-MUM-132,DS000827,3,1,0,3,12,0,0.0,0.0,0.0,
DSR-MUM-127,PH002891,3,3,1,4,5,0,0.0,33.33333333333333,0.0,
FSA-SPT-HYD-002,PS019967,6,4,3,5,8,3,100.0,75.0,1.0,
DSR-CMN-KER-563,PS021810,5,1,0,4,5,0,0.0,0.0,0.0,
DSR-UP-344,PH118314,1,1,1,2,5,1,100.0,100.0,1.0,
DSR-CMN-EUP-668,WP002204,1,1,1,1,5,1,100.0,100.0,1.0,
FSA-SPT-CHN-047,PS005495,29,18,1,4,30,1,100.0,5.555555555555555,0.0,
DSR-CMN-EUP-601,PS001257,1,1,0,2,5,0,0.0,0.0,0.0,
DSR-ROM-216,PH093656,5,5,2,2,5,2,100.0,40.0,1.0,
DSR-PUNE-140,PH083999,2,2,1,3,5,1,100.0,50.0,0.0,
DSR-PUNJ-404,PH114706,3,2,1,3,5,1,100.0,50.0,0.0,
FSA-SPT-NCR-082,PS006023,9,3,2,4,5,2,100.0,66.66666666666666,1.0,
DSR-CMN-ROE-693,CL004651,1,1,1,3,5,1,100.0,100.0,1.0,
DSR-CMN-HAR-780,PH121683,1,1,0,2,5,0,0.0,0.0,0.0,
DSR-HAR-028,PH115394,6,6,4,4,6,4,100.0,66.66666666666666,1.0,
DSR-CMN-KER-501,TG014704,29,21,4,5,27,4,100.0,19.047619047619047,1.0,
DSR-PUNE-148,PH048356,6,5,3,4,11,2,66.66666666666666,60.0,1.0,
DSR-PUNE-139,PH034772,7,1,0,4,6,0,0.0,0.0,1.0,
DSR-KNUC-305,PH128517,4,3,0,0,3,0,0.0,0.0,1.0,
DSR-ROM-350,PH094733,2,2,0,0,5,0,0.0,0.0,1.0,
FSA-SPT-NCR-019,CL003494,6,1,0,5,5,0,0.0,0.0,1.0,
DSR-NCR-039,PH021456,3,3,2,3,5,2,100.0,66.66666666666666,1.0,
DSR-KNUC-276,PH026509,5,4,4,5,14,4,100.0,100.0,1.0,
DSR-GT-MUM-656,PH078379,2,2,1,4,5,1,100.0,50.0,0.0,
DSR-CMN-MPC-784,PH066581,3,3,1,2,5,1,100.0,33.33333333333333,0.0,
FSA-CMN-GUJ-074,PS022918,20,8,0,2,13,0,0.0,0.0,0.0,
DSR-CMN-KNUC-473,PS021777,3,2,2,3,5,2,100.0,100.0,1.0,
DSR-CMN-PUNJ-822,PH005607,3,3,3,4,5,3,100.0,100.0,1.0,
DSR-NCR-160,DS015957,6,5,0,2,7,0,0.0,0.0,0.0,
ISR-CMN-TNUC-003,PH110688,19,8,4,4,6,4,100.0,50.0,1.0,
DSR-CMN-ROE-558,BR001790,2,1,0,1,5,0,0.0,0.0,0.0,
DSR-GOA-441,TG023802,4,3,0,2,5,0,0.0,0.0,0.0,
DSR-CMN-KER-641,MGS01628,3,1,0,3,5,0,0.0,0.0,1.0,
DSR-CMN-PUNJ-490,PS010390,3,1,0,4,5,0,0.0,0.0,1.0,
DSR-CMN-ROE-686,PH115464,2,2,2,2,2,2,100.0,100.0,1.0,
DSR-KNUC-430,PH103079,4,3,0,1,10,0,0.0,0.0,1.0,
DSR-ROM-412,PH051344,1,1,0,1,3,0,0.0,0.0,0.0,
DSR-NCR-039,PH099478,2,2,1,2,5,1,100.0,50.0,1.0,
DSR-GUJ-121,PH063477,5,4,2,3,5,2,100.0,50.0,1.0,
DSR-KNUC-430,PH109045,6,5,1,0,1,0,0.0,20.0,1.0,
DSR-GT-MUM-496,PH044020,1,1,0,3,9,0,0.0,0.0,1.0,
DSR-CMN-PUNJ-822,PH005593,11,8,4,4,5,4,100.0,50.0,1.0,
DSR-CMN-AP-472,PH107549,1,1,1,2,5,1,100.0,100.0,1.0,
DSR-KER-391,PH032978,6,5,3,5,5,3,100.0,60.0,1.0,
DSR-UP-344,PS018051,1,1,0,1,5,0,0.0,0.0,0.0,
FSA-SPT-NCR-018,PS000678,4,2,0,4,7,0,0.0,0.0,0.0,
DSR-CMN-TNUC-815,DS001983,10,7,4,4,10,4,100.0,57.14285714285714,1.0,
DSR-MPC-407,MGS01554,3,3,3,5,5,3,100.0,100.0,1.0,
DSR-BGLR-084,PH111324,3,3,1,3,6,1,100.0,33.33333333333333,1.0,
DSR-MPC-376,PH089539,2,2,2,4,4,2,100.0,100.0,1.0,
DSR-PUNE-137,PH012671,8,1,0,4,10,0,0.0,0.0,0.0,
DSR-PUNE-140,PH030588,5,4,4,4,5,3,75.0,100.0,1.0,
DSR-PUNE-138,PH039922,20,6,2,5,11,2,100.0,33.33333333333333,0.0,
DSR-KER-293,PS018657,5,4,1,4,6,1,100.0,25.0,0.0,
DSR-CMN-GUJ-491,PH042783,1,1,0,3,5,0,0.0,0.0,0.0,
DSR-MP-146,PS000442,9,3,2,3,5,2,100.0,66.66666666666666,1.0,
DSR-MUM-126,DS022523,10,8,3,4,12,3,100.0,37.5,1.0,
DSR-CMN-KER-624,DS019106,3,1,0,4,5,0,0.0,0.0,1.0,
DSR-GT-MUM-761,PH059288,9,6,0,4,6,0,0.0,0.0,0.0,
DSR-GT-GOA-478,TG012317,2,2,2,2,5,2,100.0,100.0,1.0,
DSR-KNUC-305,PH121387,5,5,4,4,5,4,100.0,80.0,1.0,
DSR-TNUC-312,PH026941,2,2,0,1,5,0,0.0,0.0,0.0,
DSR-CHN-114,PH096094,1,1,1,2,2,1,100.0,100.0,1.0,
DSR-SPT-NCR-402,PS013711,21,1,0,4,6,0,0.0,0.0,1.0,
DSR-GT-BGLR-469,PH075068,5,1,0,5,5,0,0.0,0.0,1.0,
DSR-SPT-MUM-650,CL000180,12,8,5,5,10,5,100.0,62.5,1.0,
DSR-GT-MUM-656,PH011831,18,13,5,4,12,4,80.0,38.46153846153847,1.0,
DSR-CMN-EUP-668,PH066682,1,1,1,0,4,0,0.0,100.0,1.0,
FSA-SPT-HYD-001,PS019863,1,1,0,5,7,0,0.0,0.0,0.0,
DSR-CMN-ROE-558,BR002068,1,1,0,1,5,0,0.0,0.0,0.0,
DSR-APUC-273,TG001953,6,6,2,5,6,2,100.0,33.33333333333333,0.0,
DSR-GT-MUM-518,PH058074,5,2,1,2,6,1,100.0,50.0,1.0,
DSR-CMN-MPC-784,PH111786,3,2,1,2,5,1,100.0,50.0,1.0,
DSR-CMN-HAR-780,PH121687,1,1,1,2,4,1,100.0,100.0,1.0,
DSR-ROE-380,PH015242,2,2,1,3,5,1,100.0,50.0,1.0,
DSR-NCR-039,PH037128,2,2,2,3,5,2,100.0,100.0,1.0,
DSR-NCR-160,DS017832,6,4,0,3,6,0,0.0,0.0,0.0,
DSR-GT-NCR-649,TG021418,4,4,1,1,4,1,100.0,25.0,1.0,
DSR-NE-197,TG007471,6,3,1,4,7,1,100.0,33.33333333333333,0.0,
DSR-UK-228,TG001828,3,1,1,5,6,1,100.0,100.0,1.0,
DSR-GT-PUNJ-514,PH017689,4,2,0,4,5,0,0.0,0.0,0.0,
DSR-W/UP-175,PS006189,14,7,2,3,15,2,100.0,28.57142857142857,1.0,
DSR-PUNE-149,WP000709,1,1,0,3,5,0,0.0,0.0,0.0,
DSR-KNUC-305,MGS07835,5,5,5,5,5,5,100.0,100.0,1.0,
DSR-GUJ-121,PH059458,4,4,1,2,12,1,100.0,25.0,1.0,
DSR-GT-ROM-690,PH106253,2,2,2,1,2,1,50.0,100.0,1.0,
DSR-APUC-009,PH101798,3,3,2,4,5,2,100.0,66.66666666666666,0.0,
DSR-ROM-142,PS008103,4,2,1,4,5,1,100.0,50.0,1.0,
DSR-CMN-MPC-784,PH107494,2,2,2,3,5,2,100.0,100.0,1.0,
DSR-GT-MUM-602,PH052252,7,4,2,5,10,2,100.0,50.0,1.0,
DSR-ROE-239,PS007032,2,2,2,5,10,2,100.0,100.0,1.0,
DSR-CMN-KNUC-640,MGS08186,6,5,5,5,5,5,100.0,100.0,1.0,
DSR-CMN-PUNJ-788,PH078606,4,3,1,0,10,0,0.0,33.33333333333333,1.0,
DSR-CHN-442,MGS007349,15,7,2,4,9,2,100.0,28.57142857142857,0.0,
DSR-MP-320,PH004102,4,3,0,4,5,0,0.0,0.0,0.0,
DSR-GT-NCR-503,PH047755,11,9,2,4,8,2,100.0,22.22222222222222,1.0,
DSR-ROE-439,TG021357,1,1,1,3,5,1,100.0,100.0,1.0,
DSR-KNUC-430,PH102809,5,3,1,1,10,0,0.0,33.33333333333333,1.0,
DSR-CMN-ROE-558,PS012546,2,2,2,3,5,2,100.0,100.0,1.0,
DSR-UP-344,PH122749,1,1,1,1,4,1,100.0,100.0,1.0,
DSR-HYD-002,PH000406,3,3,2,5,5,2,100.0,66.66666666666666,1.0,
DSR-NCR-036,PH087810,2,1,0,4,5,0,0.0,0.0,1.0,
DSR-TNUC-310,PH107020,3,3,1,4,5,1,100.0,33.33333333333333,1.0,
DSR-CMN-ROE-693,PH116822,1,1,1,0,3,0,0.0,100.0,1.0,
DSR-AP-432,PS013687,10,5,0,3,5,0,0.0,0.0,0.0,
DSR-GT-PUNE-779,PH055824,5,4,4,5,9,4,100.0,100.0,1.0,
DSR-NE-275,CL004714,2,1,0,2,5,0,0.0,0.0,0.0,
DSR-PUNE-141,PH123106,7,5,1,4,6,1,100.0,20.0,0.0,
DSR-NE-322,TG015396,1,1,1,5,5,1,100.0,100.0,1.0,
DSR-BGLR-084,PH116619,2,2,2,3,5,1,50.0,100.0,1.0,
DSR-KOL-335,PS004170,1,1,1,4,16,1,100.0,100.0,1.0,
DSR-CHN-109,MGS08973,36,19,2,1,21,1,50.0,10.526315789473683,1.0,
DSR-PUNE-148,PH056205,10,5,4,4,11,3,75.0,80.0,1.0,
DSR-GT-MUM-765,PH092096,4,3,3,3,7,2,66.66666666666666,100.0,1.0,
DSR-BGLR-083,PH086841,4,3,1,2,5,1,100.0,33.33333333333333,1.0,
DSR-CMN-EUP-668,PH061352,1,1,1,1,5,1,100.0,100.0,1.0,
DSR-CMN-KER-588,PH111592,2,1,0,4,7,0,0.0,0.0,0.0,
DSR-KER-068,PH059286,3,3,2,5,5,2,100.0,66.66666666666666,1.0,
DSR-SPT-GUJ-512,PS007969,32,6,1,4,5,1,100.0,16.666666666666664,0.0,
DSR-MUM-134,PH002249,3,3,0,1,5,0,0.0,0.0,0.0,
DSR-PUNJ-190,PH076471,3,3,2,1,5,1,50.0,66.66666666666666,1.0,
DSR-PUNE-361,DS010500,1,1,1,4,6,1,100.0,100.0,1.0,
DSR-GT-BGLR-565,PH078867,3,2,1,3,7,1,100.0,50.0,1.0,
DSR-ROE-299,PS008082,2,2,1,4,5,1,100.0,50.0,1.0,
DSR-NCR-038,PH034873,2,1,0,4,5,0,0.0,0.0,1.0,
DSR-MP-288,PH103794,1,1,1,3,5,1,100.0,100.0,1.0,
DSR-GUJ-120,PH119768,1,1,1,1,4,1,100.0,100.0,1.0,
DSR-CMN-MPC-784,PH120172,2,1,1,1,3,1,100.0,100.0,1.0,
DSR-GT-ROE-527,MGS01083,1,1,0,2,7,0,0.0,0.0,1.0,
DSR-GT-AP-479,PH092042,2,2,2,4,5,2,100.0,100.0,1.0,
DSR-BGLR-094,PH052693,4,4,2,5,5,2,100.0,50.0,1.0,
DSR-SPT-ROM-617,PS001187,18,2,0,5,10,0,0.0,0.0,0.0,
DSR-PUNJ-156,PH053909,1,1,1,5,5,1,100.0,100.0,1.0,
DSR-HAR-166,PH018505,9,8,3,5,8,3,100.0,37.5,0.0,
DSR-KER-342,PH050609,6,5,1,3,9,1,100.0,20.0,0.0,
DSR-CMN-ROE-693,CL004649,1,1,1,4,5,1,100.0,100.0,1.0,
DSR-ROE-272,PS009069,3,2,1,4,8,1,100.0,50.0,1.0,
DSR-CMN-TNUC-815,TG013924,1,1,1,3,4,1,100.0,100.0,1.0,
DSR-KNUC-088,PH009899,4,4,4,4,5,3,75.0,100.0,1.0,
DSR-CMN-ROM-799,PH053164,3,3,3,4,5,3,100.0,100.0,1.0,
DSR-GT-MUM-796,PH084000,2,2,0,2,5,0,0.0,0.0,0.0,
DSR-KNUC-305,PH121385,5,5,4,4,5,4,100.0,80.0,1.0,
DSR-PUNE-140,DS011819,18,8,1,5,28,1,100.0,12.5,1.0,
FSA-CMN-ROE-098,PH031008,2,1,1,2,5,1,100.0,100.0,1.0,
DSR-CMN-PUNJ-788,PH096573,4,3,1,0,10,0,0.0,33.33333333333333,1.0,
DSR-CMN-ROE-498,PH124958,2,1,1,3,5,1,100.0,100.0,1.0,
DSR-ROM-223,PS013042,4,4,0,2,5,0,0.0,0.0,0.0,
DSR-MUM-132,PH058804,5,5,1,4,14,1,100.0,20.0,0.0,
DSR-CMN-PUNJ-788,PS009382,16,6,2,1,5,1,50.0,33.33333333333333,1.0,
DSR-KNUC-430,TG022560,4,3,1,1,10,0,0.0,33.33333333333333,1.0,
DSR-GT-GOA-712,PH064312,14,6,2,4,7,2,100.0,33.33333333333333,1.0,
DSR-CMN-EUP-737,PH086321,3,1,0,2,5,0,0.0,0.0,0.0,
DSR-SPT-NCR-401,CL001712,1,1,0,2,5,0,0.0,0.0,0.0,
DSR-CMN-AP-471,TG018423,5,4,3,4,5,3,100.0,75.0,0.0,
DSR-GT-NCR-649,DS008257,2,1,0,4,8,0,0.0,0.0,1.0,
DSR-MP-320,PH004104,9,5,3,4,9,2,66.66666666666666,60.0,1.0,
DSR-EUP-394,PH093889,1,1,1,4,5,1,100.0,100.0,1.0,
DSR-GOA-441,PH112539,9,5,0,1,12,0,0.0,0.0,0.0,
DSR-GUJ-122,PH030990,8,5,1,5,8,1,100.0,20.0,0.0,
DSR-APUC-010,PS012662,1,1,0,3,5,0,0.0,0.0,1.0,
DSR-CMN-KNUC-642,PH078388,1,1,1,4,5,1,100.0,100.0,1.0,
DSR-W/UP-245,PH019303,2,2,0,2,5,0,0.0,0.0,1.0,
DSR-CMN-UK-697,PH079756,4,3,1,1,6,1,100.0,33.33333333333333,1.0,
FSA-SPT-MUM-060,CL000161,15,9,4,5,13,4,100.0,44.44444444444444,1.0,
DSR-CMN-KER-770,PH018142,5,5,1,2,5,0,0.0,20.0,0.0,
DSR-PUNE-140,DS009435,11,8,4,4,12,3,75.0,50.0,1.0,
DSR-CMN-KER-727,PH108667,3,2,1,1,5,1,100.0,50.0,1.0,
DSR-PUNE-361,MGS005164,1,1,1,5,5,1,100.0,100.0,1.0,
DSR-CMN-KER-563,TG014809,2,1,1,5,6,1,100.0,100.0,1.0,
DSR-MP-230,PH091236,4,3,2,3,8,2,100.0,66.66666666666666,1.0,
DSR-W/UP-176,DS023119,2,2,2,2,3,1,50.0,100.0,1.0,
DSR-CMN-ROM-773,PH116046,3,3,3,4,5,3,100.0,100.0,1.0,
DSR-APUC-009,PH022851,5,4,3,4,5,3,100.0,75.0,0.0,
FSA-SPT-PUNE-066,PS005669,1,1,0,1,9,0,0.0,0.0,0.0,
DSR-SPT-PUNE-506,PS001078,4,2,0,3,8,0,0.0,0.0,0.0,
DSR-GUJ-120,PH111730,1,1,0,3,5,0,0.0,0.0,0.0,
DSR-MUM-126,PH043968,8,6,2,4,8,1,50.0,33.33333333333333,0.0,
